OrderID,ProductID,ProductName,ProductCategory,UnitPrice,Quantity,OrderDate,CustomerID,CustomerRating,ShippingAddress
1001,ELEC-001,4K Smart TV,Electronics,799.99,1,2023-01-15,CUST-101,4.5,"Dallas, TX"
1002,BOOK-001,The Data Scientist's Handbook,Books,45.50,2,2023-01-18,CUST-102,4.8,"New York, NY"
1003,APRL-001,Men's Cotton T-Shirt,Apparel,25.00,3,2023-01-20,CUST-103,4.2,"Los Angeles, CA"
1004,HK-001,Espresso Machine,Home & Kitchen,249.95,1,2023-01-22,CUST-104,4.7,"Chicago, IL"
1005,HB-001,Organic Face Serum,Health & Beauty,35.75,1,2023-01-25,CUST-105,4.9,"Miami, FL"
1006,ELEC-002,Wireless Noise-Cancelling Headphones,Electronics,349.00,1,2023-01-28,CUST-101,4.6,"Dallas, TX"
1007,APRL-002,Women's Yoga Pants,Apparel,49.99,2,2023-02-01,CUST-106,,,"Seattle, WA"
1008,BOOK-002,Advanced Python Programming,Books,59.99,1,2023-02-03,CUST-107,4.9,"Boston, MA"
1009,HK-002,Robotic Vacuum Cleaner,Home & Kitchen,399.00,1,2023-02-05,CUST-108,4.3,"San Francisco, CA"
1010,ELEC-003,Gaming Laptop,Electronics,1499.99,1,2023-02-08,CUST-109,4.8,"Austin, TX"
1011,HB-002,Vitamin C Supplement,Health & Beauty,19.99,3,2023-02-10,CUST-110,4.4,"Denver, CO"
1012,APRL-001,Men's Cotton T-Shirt,Apparel,25.00,5,2023-02-12,CUST-102,4.1,"New York, NY"
1013,BOOK-003,The Art of Statistics,Books,38.00,1,2023-02-15,CUST-111,4.7,"Portland, OR"
1014,ELEC-004,Smartwatch Series 8,Electronics,429.00,1,2023-02-18,CUST-104,4.5,"Chicago, IL"
1015,HK-003,Air Fryer XL,Home & Kitchen,129.99,1,2023-02-20,CUST-112,4.6,"Phoenix, AZ"
1016,APRL-003,Women's Running Shoes,Apparel,89.95,1,2023-02-23,CUST-103,4.3,"Los Angeles, CA"
1017,HB-003,Electric Toothbrush,Health & Beauty,79.50,1,2023-02-26,CUST-113,4.8,"Atlanta, GA"
1018,ELEC-001,4K Smart TV,Electronics,799.99,1,2023-03-01,CUST-114,4.4,"Houston, TX"
1019,BOOK-001,The Data Scientist's Handbook,Books,45.50,1,2023-03-04,CUST-105,,"Miami, FL"
1020,APRL-002,Women's Yoga Pants,Apparel,49.99,2,2023-03-07,CUST-115,4.0,"San Diego, CA"
1021,HK-001,Espresso Machine,Home & Kitchen,249.95,1,2023-03-10,CUST-116,4.7,"Philadelphia, PA"
1022,ELEC-005,Portable Bluetooth Speaker,Electronics,99.99,1,2023-03-12,CUST-107,4.6,"Boston, MA"
1023,HB-001,Organic Face Serum,Health & Beauty,35.75,2,2023-03-15,CUST-117,4.9,"Washington, DC"
1024,APRL-001,Men's Cotton T-Shirt,Apparel,25.00,4,2023-03-18,CUST-108,4.2,"San Francisco, CA"
1025,ELEC-002,Wireless Noise-Cancelling Headphones,Electronics,349.00,1,2023-03-21,CUST-118,4.7,"Las Vegas, NV"
1026,BOOK-004,Introduction to Machine Learning,Books,65.00,1,2023-03-24,CUST-119,4.8,"Minneapolis, MN"
1027,HK-004,Stand Mixer,Home & Kitchen,299.99,1,2023-03-27,CUST-120,4.9,"Detroit, MI"
1028,APRL-004,Men's Denim Jacket,Apparel,110.00,1,2023-03-30,CUST-101,4.5,"Dallas, TX"
1029,ELEC-003,Gaming Laptop,Electronics,1499.99,1,2023-04-02,CUST-121,4.9,"Raleigh, NC"
1030,HB-004,Sunscreen SPF 50,Health & Beauty,15.99,3,2023-04-05,CUST-106,4.3,"Seattle, WA"
1031,BOOK-002,Advanced Python Programming,Books,59.99,1,2023-04-08,CUST-122,5.0,"Charlotte, NC"
1032,APRL-001,Men's Cotton T-Shirt,Apparel,25.00,2,2023-04-11,CUST-110,4.0,"Denver, CO"
1033,HK-002,Robotic Vacuum Cleaner,Home & Kitchen,399.00,1,2023-04-14,CUST-123,4.2,"Nashville, TN"
1034,ELEC-004,Smartwatch Series 8,Electronics,429.00,1,2023-04-17,CUST-111,4.6,"Portland, OR"
1035,APRL-005,Women's Summer Dress,Apparel,65.50,1,2023-04-20,CUST-124,4.4,"Orlando, FL"
1036,HB-002,Vitamin C Supplement,Health & Beauty,19.99,2,2023-04-23,CUST-102,4.5,"New York, NY"
1037,ELEC-001,4K Smart TV,Electronics,799.99,1,2023-04-26,CUST-125,,"St. Louis, MO"
1038,BOOK-003,The Art of Statistics,Books,38.00,2,2023-04-29,CUST-113,4.8,"Atlanta, GA"
1039,HK-003,Air Fryer XL,Home & Kitchen,129.99,1,2023-05-02,CUST-126,4.7,"Tampa, FL"
1040,APRL-003,Women's Running Shoes,Apparel,89.95,1,2023-05-05,CUST-115,4.1,"San Diego, CA"
1041,ELEC-006,Drone with 4K Camera,Electronics,599.00,1,2023-05-08,CUST-127,4.8,"Baltimore, MD"
1042,HB-003,Electric Toothbrush,Health & Beauty,79.50,1,2023-05-11,CUST-117,4.9,"Washington, DC"
1043,BOOK-001,The Data Scientist's Handbook,Books,45.50,1,2023-05-14,CUST-128,4.6,"Pittsburgh, PA"
1044,APRL-002,Women's Yoga Pants,Apparel,49.99,3,2023-05-17,CUST-119,3.9,"Minneapolis, MN"
1045,HK-001,Espresso Machine,Home & Kitchen,249.95,1,2023-05-20,CUST-129,4.5,"Cincinnati, OH"
1046,ELEC-005,Portable Bluetooth Speaker,Electronics,99.99,2,2023-05-23,CUST-104,4.7,"Chicago, IL"
1047,APRL-001,Men's Cotton T-Shirt,Apparel,25.00,5,2023-05-26,CUST-130,4.3,"Kansas City, MO"
1048,HB-001,Organic Face Serum,Health & Beauty,35.75,1,2023-05-29,CUST-109,4.8,"Austin, TX"
1049,ELEC-002,Wireless Noise-Cancelling Headphones,Electronics,349.00,1,2023-06-01,CUST-131,4.6,"Indianapolis, IN"
1050,BOOK-005,Deep Learning with PyTorch,Books,75.00,1,2023-06-04,CUST-132,5.0,"Columbus, OH"
1051,HK-005,Smart Thermostat,Home & Kitchen,199.00,1,2023-06-07,CUST-101,4.7,"Dallas, TX"
1052,APRL-006,Men's Formal Shirt,Apparel,55.00,2,2023-06-10,CUST-133,4.4,"San Antonio, TX"
1053,ELEC-003,Gaming Laptop,Electronics,1499.99,1,2023-06-13,CUST-102,4.9,"New York, NY"
1054,HB-005,Anti-Aging Cream,Health & Beauty,45.00,1,2023-06-16,CUST-134,4.5,"San Jose, CA"
1055,BOOK-002,Advanced Python Programming,Books,59.99,1,2023-06-19,CUST-103,4.8,"Los Angeles, CA"
1056,APRL-001,Men's Cotton T-Shirt,Apparel,25.00,3,2023-06-22,CUST-135,4.2,"Jacksonville, FL"
1057,HK-002,Robotic Vacuum Cleaner,Home & Kitchen,399.00,1,2023-06-25,CUST-105,4.4,"Miami, FL"
1058,ELEC-004,Smartwatch Series 8,Electronics,429.00,1,2023-06-28,CUST-136,4.5,"Fort Worth, TX"
1059,APRL-002,Women's Yoga Pants,Apparel,49.99,1,2023-07-01,CUST-107,4.1,"Boston, MA"
1060,HB-002,Vitamin C Supplement,Health & Beauty,19.99,4,2023-07-04,CUST-137,4.6,"El Paso, TX"
1061,ELEC-001,4K Smart TV,Electronics,799.99,1,2023-07-07,CUST-108,,"San Francisco, CA"
1062,BOOK-003,The Art of Statistics,Books,38.00,1,2023-07-10,CUST-138,4.7,"Memphis, TN"
1063,HK-003,Air Fryer XL,Home & Kitchen,129.99,1,2023-07-13,CUST-110,4.8,"Denver, CO"
1064,APRL-003,Women's Running Shoes,Apparel,89.95,1,2023-07-16,CUST-139,4.2,"Oklahoma City, OK"
1065,ELEC-006,Drone with 4K Camera,Electronics,599.00,1,2023-07-19,CUST-112,4.9,"Phoenix, AZ"
1066,HB-003,Electric Toothbrush,Health & Beauty,79.50,2,2023-07-22,CUST-140,4.8,"Louisville, KY"
1067,BOOK-001,The Data Scientist's Handbook,Books,45.50,1,2023-07-25,CUST-114,4.5,"Houston, TX"
1068,APRL-001,Men's Cotton T-Shirt,Apparel,25.00,6,2023-07-28,CUST-141,4.0,"Milwaukee, WI"
1069,HK-001,Espresso Machine,Home & Kitchen,249.95,1,2023-07-31,CUST-116,4.6,"Philadelphia, PA"
1070,ELEC-005,Portable Bluetooth Speaker,Electronics,99.99,1,2023-08-03,CUST-142,4.7,"Albuquerque, NM"
1071,APRL-001,Men's Cotton T-Shirt,Apparel,25.00,3,2023-08-06,CUST-118,4.1,"Las Vegas, NV"
1072,HB-001,Organic Face Serum,Health & Beauty,35.75,1,2023-08-09,CUST-143,4.9,"Tucson, AZ"
1073,ELEC-002,Wireless Noise-Cancelling Headphones,Electronics,349.00,1,2023-08-12,CUST-120,4.8,"Detroit, MI"
1074,BOOK-004,Introduction to Machine Learning,Books,65.00,1,2023-08-15,CUST-144,4.9,"Fresno, CA"
1075,HK-004,Stand Mixer,Home & Kitchen,299.99,1,2023-08-18,CUST-122,5.0,"Charlotte, NC"
1076,APRL-004,Men's Denim Jacket,Apparel,110.00,1,2023-08-21,CUST-145,4.6,"Sacramento, CA"
1077,ELEC-003,Gaming Laptop,Electronics,1499.99,1,2023-08-24,CUST-124,4.9,"Orlando, FL"
1078,HB-004,Sunscreen SPF 50,Health & Beauty,15.99,2,2023-08-27,CUST-146,4.4,"Mesa, AZ"
1079,BOOK-002,Advanced Python Programming,Books,59.99,1,2023-08-30,CUST-126,4.7,"Tampa, FL"
1080,APRL-001,Men's Cotton T-Shirt,Apparel,25.00,4,2023-09-02,CUST-147,4.3,"Long Beach, CA"
1081,HK-002,Robotic Vacuum Cleaner,Home & Kitchen,399.00,1,2023-09-05,CUST-128,4.3,"Pittsburgh, PA"
1082,ELEC-004,Smartwatch Series 8,Electronics,429.00,1,2023-09-08,CUST-148,4.6,"Colorado Springs, CO"
1083,APRL-005,Women's Summer Dress,Apparel,65.50,1,2023-09-11,CUST-130,4.5,"Kansas City, MO"
1084,HB-002,Vitamin C Supplement,Health & Beauty,19.99,3,2023-09-14,CUST-149,4.5,"Virginia Beach, VA"
1alidation, and analysis.
1085,ELEC-001,4K Smart TV,Electronics,799.99,1,2023-09-17,CUST-132,4.5,"Columbus, OH"
1086,BOOK-003,The Art of Statistics,Books,38.00,1,2023-09-20,CUST-150,4.8,"Raleigh, NC"
1087,HK-003,Air Fryer XL,Home & Kitchen,129.99,1,2023-09-23,CUST-134,4.7,"San Jose, CA"
1088,APRL-003,Women's Running Shoes,Apparel,89.95,1,2023-09-26,CUST-151,4.3,"Omaha, NE"
1089,ELEC-006,Drone with 4K Camera,Electronics,599.00,1,2023-09-29,CUST-136,4.8,"Fort Worth, TX"
1090,HB-003,Electric Toothbrush,Health & Beauty,79.50,1,2023-10-02,CUST-152,4.9,"Oakland, CA"
1091,BOOK-001,The Data Scientist's Handbook,Books,45.50,2,2023-10-05,CUST-138,4.6,"Memphis, TN"
1092,APRL-002,Women's Yoga Pants,Apparel,49.99,3,2023-10-08,CUST-153,4.0,"Tulsa, OK"
1093,HK-001,Espresso Machine,Home & Kitchen,249.95,1,2023-10-11,CUST-140,4.6,"Louisville, KY"
1094,ELEC-005,Portable Bluetooth Speaker,Electronics,99.99,2,2023-10-14,CUST-154,4.7,"Bakersfield, CA"
1095,APRL-001,Men's Cotton T-Shirt,Apparel,25.00,8,2023-10-17,CUST-142,4.2,"Albuquerque, NM"
1096,HB-001,Organic Face Serum,Health & Beauty,35.75,2,2023-10-20,CUST-155,4.8,"Wichita, KS"
1097,ELEC-002,Wireless Noise-Cancelling Headphones,Electronics,349.00,1,2023-10-23,CUST-144,4.7,"Fresno, CA"
1098,BOOK-005,Deep Learning with PyTorch,Books,75.00,1,2023-10-26,CUST-156,5.0,"Arlington, TX"
1099,HK-005,Smart Thermostat,Home & Kitchen,199.00,1,2023-10-29,CUST-146,4.8,"Mesa, AZ"
1100,APRL-006,Men's Formal Shirt,Apparel,55.00,1,2023-11-01,CUST-157,4.5,"New Orleans, LA"
1101,ELEC-003,Gaming Laptop,Electronics,1499.99,1,2023-11-03,CUST-148,4.9,"Colorado Springs, CO"
1102,HB-005,Anti-Aging Cream,Health & Beauty,45.00,1,2023-11-05,CUST-158,4.6,"Cleveland, OH"
1103,BOOK-002,Advanced Python Programming,Books,59.99,2,2023-11-07,CUST-150,4.8,"Raleigh, NC"
1104,APRL-001,Men's Cotton T-Shirt,Apparel,25.00,10,2023-11-09,CUST-159,4.1,"Honolulu, HI"
1105,HK-002,Robotic Vacuum Cleaner,Home & Kitchen,399.00,1,2023-11-11,CUST-152,4.4,"Oakland, CA"
1106,ELEC-004,Smartwatch Series 8,Electronics,429.00,2,2023-11-13,CUST-160,4.6,"Long Beach, CA"
1107,APRL-002,Women's Yoga Pants,Apparel,49.99,4,2023-11-15,CUST-154,4.2,"Bakersfield, CA"
1108,HB-002,Vitamin C Supplement,Health & Beauty,19.99,5,2023-11-17,CUST-161,4.5,"Lexington, KY"
1109,ELEC-001,4K Smart TV,Electronics,799.99,2,2023-11-19,CUST-156,4.5,"Arlington, TX"
1110,BOOK-003,The Art of Statistics,Books,38.00,3,2023-11-21,CUST-162,4.7,"Corpus Christi, TX"
1111,HK-003,Air Fryer XL,Home & Kitchen,129.99,1,2023-11-23,CUST-158,4.8,"Cleveland, OH"
1112,APRL-003,Women's Running Shoes,Apparel,89.95,2,2023-11-24,CUST-163,4.3,"Stockton, CA"
1113,ELEC-006,Drone with 4K Camera,Electronics,599.00,1,2023-11-25,CUST-160,4.9,"Long Beach, CA"
1114,HB-003,Electric Toothbrush,Health & Beauty,79.50,1,2023-11-26,CUST-164,4.8,"Henderson, NV"
1115,BOOK-001,The Data Scientist's Handbook,Books,45.50,2,2023-11-27,CUST-161,4.6,"Lexington, KY"
1116,APRL-001,Men's Cotton T-Shirt,Apparel,25.00,12,2023-11-28,CUST-165,4.2,"Plano, TX"
1117,HK-001,Espresso Machine,Home & Kitchen,249.95,1,2023-11-29,CUST-163,4.7,"Stockton, CA"
1118,ELEC-005,Portable Bluetooth Speaker,Electronics,99.99,3,2023-11-30,CUST-166,4.7,"Lincoln, NE"
1119,APRL-001,Men's Cotton T-Shirt,Apparel,25.00,5,2023-12-01,CUST-164,4.1,"Henderson, NV"
1120,HB-001,Organic Face Serum,Health & Beauty,35.75,2,2023-12-02,CUST-167,4.9,"St. Paul, MN"
1121,ELEC-002,Wireless Noise-Cancelling Headphones,Electronics,349.00,2,2023-12-03,CUST-165,4.8,"Plano, TX"
1122,BOOK-004,Introduction to Machine Learning,Books,65.00,1,2023-12-04,CUST-168,4.9,"Jersey City, NJ"
1123,HK-004,Stand Mixer,Home & Kitchen,299.99,1,2023-12-05,CUST-166,5.0,"Lincoln, NE"
1124,APRL-004,Men's Denim Jacket,Apparel,110.00,1,2023-12-06,CUST-169,4.6,"Greensboro, NC"
1125,ELEC-003,Gaming Laptop,Electronics,1499.99,1,2023-12-07,CUST-167,4.9,"St. Paul, MN"
1126,HB-004,Sunscreen SPF 50,Health & Beauty,15.99,4,2023-12-08,CUST-170,4.4,"Chandler, AZ"
1127,BOOK-002,Advanced Python Programming,Books,59.99,1,2023-12-09,CUST-168,4.8,"Jersey City, NJ"
1128,APRL-001,Men's Cotton T-Shirt,Apparel,25.00,8,2023-12-10,CUST-171,4.3,"Fort Wayne, IN"
1129,HK-002,Robotic Vacuum Cleaner,Home & Kitchen,399.00,1,2023-12-11,CUST-169,4.3,"Greensboro, NC"
1130,ELEC-004,Smartwatch Series 8,Electronics,429.00,3,2023-12-12,CUST-172,4.6,"Irvine, CA"
1131,APRL-005,Women's Summer Dress,Apparel,65.50,2,2023-12-13,CUST-170,4.5,"Chandler, AZ"
1132,HB-002,Vitamin C Supplement,Health & Beauty,19.99,6,2023-12-14,CUST-173,4.5,"Durham, NC"
1133,ELEC-001,4K Smart TV,Electronics,799.99,2,2023-12-15,CUST-171,4.5,"Fort Wayne, IN"
1134,BOOK-003,The Art of Statistics,Books,38.00,2,2023-12-16,CUST-174,4.8,"St. Petersburg, FL"
1135,HK-003,Air Fryer XL,Home & Kitchen,129.99,2,2023-12-17,CUST-172,4.7,"Irvine, CA"
1136,APRL-003,Women's Running Shoes,Apparel,89.95,1,2023-12-18,CUST-175,4.3,"Laredo, TX"
1137,ELEC-006,Drone with 4K Camera,Electronics,599.00,1,2023-12-19,CUST-173,4.8,"Durham, NC"
1138,HB-003,Electric Toothbrush,Health & Beauty,79.50,1,2023-12-20,CUST-176,4.9,"Gilbert, AZ"
1139,BOOK-001,The Data Scientist's Handbook,Books,45.50,3,2023-12-21,CUST-174,4.6,"St. Petersburg, FL"
1140,APRL-002,Women's Yoga Pants,Apparel,49.99,5,2023-12-22,CUST-177,4.0,"Norfolk, VA"
1141,HK-001,Espresso Machine,Home & Kitchen,249.95,1,2023-12-23,CUST-175,4.6,"Laredo, TX"
1142,ELEC-005,Portable Bluetooth Speaker,Electronics,99.99,4,2023-12-24,CUST-178,4.7,"Madison, WI"
1143,APRL-001,Men's Cotton T-Shirt,Apparel,25.00,7,2023-12-26,CUST-176,4.2,"Gilbert, AZ"
1144,HB-001,Organic Face Serum,Health & Beauty,35.75,2,2023-12-28,CUST-179,4.8,"Reno, NV"
1145,ELEC-002,Wireless Noise-Cancelling Headphones,Electronics,349.00,1,2023-12-30,CUST-177,4.7,"Norfolk, VA"
1146,BOOK-005,Deep Learning with PyTorch,Books,75.00,1,2023-01-02,CUST-180,5.0,"Buffalo, NY"
1147,HK-005,Smart Thermostat,Home & Kitchen,199.00,1,2023-01-05,CUST-178,4.8,"Madison, WI"
1148,APRL-006,Men's Formal Shirt,Apparel,55.00,2,2023-01-08,CUST-181,4.5,"Toledo, OH"
1149,ELEC-003,Gaming Laptop,Electronics,1499.99,1,2023-01-11,CUST-179,4.9,"Reno, NV"
1150,HB-005,Anti-Aging Cream,Health & Beauty,45.00,1,2023-01-14,CUST-182,4.6,"Chula Vista, CA"
1151,ELEC-007,Digital Camera,Electronics,650.00,1,2023-01-17,CUST-183,4.7,Fort Wayne, IN
1152,APRL-007,Winter Coat,Apparel,150.00,1,2023-01-20,CUST-184,4.5,St. Petersburg, FL
1153,BOOK-006,SQL for Data Analysis,Books,40.00,3,2023-01-23,CUST-185,4.9,Laredo, TX
1154,HK-006,Blender Pro,Home & Kitchen,95.00,1,2023-01-26,CUST-186,4.6,Gilbert, AZ
1155,HB-006,Hair Dryer,Health & Beauty,60.00,1,2023-01-29,CUST-187,4.8,Norfolk, VA
1156,ELEC-008,Tablet Pro,Electronics,899.00,1,2023-02-01,CUST-188,4.8,Madison, WI
1157,APRL-008,Leather Belt,Apparel,35.00,2,2023-02-04,CUST-189,4.3,Reno, NV
1158,BOOK-007,The Pragmatic Programmer,Books,55.00,1,2023-02-07,CUST-190,5.0,Buffalo, NY
1159,HK-007,Coffee Grinder,Home & Kitchen,30.00,1,2023-02-10,CUST-191,4.4,Toledo, OH
1160,HB-007,Beard Trimmer,Health & Beauty,45.00,1,2023-02-13,CUST-192,4.7,Chula Vista, CA
1161,ELEC-001,4K Smart TV,Electronics,799.99,1,2023-02-16,CUST-193,4.6,Fort Wayne, IN
1162,APRL-001,Men's Cotton T-Shirt,Apparel,25.00,5,2023-02-19,CUST-194,4.2,St. Petersburg, FL
1163,BOOK-001,The Data Scientist's Handbook,Books,45.50,1,2023-02-22,CUST-195,4.8,Laredo, TX
1164,HK-001,Espresso Machine,Home & Kitchen,249.95,1,2023-02-25,CUST-196,4.7,Gilbert, AZ
1165,HB-001,Organic Face Serum,Health & Beauty,35.75,2,2023-02-28,CUST-197,4.9,Norfolk, VA
1166,ELEC-002,Wireless Noise-Cancelling Headphones,Electronics,349.00,1,2023-03-03,CUST-198,4.7,Madison, WI
1167,APRL-002,Women's Yoga Pants,Apparel,49.99,2,2023-03-06,CUST-199,4.1,Reno, NV
1168,BOOK-002,Advanced Python Programming,Books,59.99,1,2023-03-09,CUST-200,4.9,Buffalo, NY
1169,HK-002,Robotic Vacuum Cleaner,Home & Kitchen,399.00,1,2023-03-12,CUST-201,4.3,Toledo, OH
1170,HB-002,Vitamin C Supplement,Health & Beauty,19.99,3,2023-03-15,CUST-202,4.5,Chula Vista, CA
1171,ELEC-003,Gaming Laptop,Electronics,1499.99,1,2023-03-18,CUST-101,4.9,Dallas, TX
1172,APRL-003,Women's Running Shoes,Apparel,89.95,1,2023-03-21,CUST-102,4.3,New York, NY
1173,BOOK-003,The Art of Statistics,Books,38.00,1,2023-03-24,CUST-103,4.8,Los Angeles, CA
1174,HK-003,Air Fryer XL,Home & Kitchen,129.99,1,2023-03-27,CUST-104,4.7,Chicago, IL
1175,HB-003,Electric Toothbrush,Health & Beauty,79.50,1,2023-03-30,CUST-105,4.9,Miami, FL
1176,ELEC-004,Smartwatch Series 8,Electronics,429.00,1,2023-04-02,CUST-106,4.6,Seattle, WA
1177,APRL-004,Men's Denim Jacket,Apparel,110.00,1,2023-04-05,CUST-107,4.5,Boston, MA
1178,BOOK-004,Introduction to Machine Learning,Books,65.00,1,2023-04-08,CUST-108,4.9,San Francisco, CA
1179,HK-004,Stand Mixer,Home & Kitchen,299.99,1,2023-04-11,CUST-109,5.0,Austin, TX
1180,HB-004,Sunscreen SPF 50,Health & Beauty,15.99,2,2023-04-14,CUST-110,4.4,Denver, CO
